Invoice Type,Bill To GCI,Name,Bill to GCI Br,CC,UsageDistinction,EI Invoice Ref,File,TC,Canceling Inv Reference,Issue Date,Issue Date Month,Issue Date Year,Amount,Currency,Foreign Amount,Foreign Currency,VAT Amount,Tax Invoice Status,Internal Tax Ref,Vat Invoice Ref,Vat Issue Date,Vat Issue Date Month,Vat Issue Date Year,First Vat Inv Ref,First Vat Issue Date,First Vat Issue Date Month,First Vat Issue Date Year,Consol,Service Order,MBL,HBL
ICR,G3196919,约翰迪尔（天津）有限公司,38,CN,,C380128932,2380299151,,,3-Sep-20,9,2020,-6,CNY,,,0,CONFIRMED,T200009159,01200200011187319689,3-Sep-20,9,2020,01200200011187319689,3-Sep-20,9,2020,ORD1521547,,180-47690101,4041851642
ICR,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,C380128969,2380298765,,,7-Sep-20,9,2020,-221.48,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,AMS1323131,,988-21785256,4540170277
ICR,G2881731,邢台荣越玻璃科技有限公司,38,CN,,C380128986,5380141057,,,10-Sep-20,9,2020,-2015,CNY,,,0,CONFIRMED,T200009429,01200200031109839478,10-Sep-20,9,2020,01200200031109839478,10-Sep-20,9,2020,,,MEDUT2732625,
ICR,G1170874,天津经济技术开发区报关行,38,CN,,C380129077,7380086098,,,21-Sep-20,9,2020,-44.67,CNY,,,0,CONFIRMED,T200009829,01200200031109839866,21-Sep-20,9,2020,01200200031109839866,21-Sep-20,9,2020,ORD8072702,,ORD8072702,6040151671
INV,G2085899,大众汽车自动变速器（天津）有限公司,38,CN,,E381328299,4380338780,,,5-Jul-20,7,2020,2779.68,CNY,,,0,CONFIRMED,T200009405,01200200031109839456,8-Sep-20,9,2020,01200200031109839456,8-Sep-20,9,2020,,,000-72430551,
INV,G0327276,空中客车（天津）总装有限公司,38,CN,,E381329182,2380298265,,,10-Jul-20,7,2020,3419.28,CNY,,,0,CONFIRMED,T200009351,01200200011187319879,7-Sep-20,9,2020,01200200011187319879,7-Sep-20,9,2020,AMS1321580,,180-64118703,4480588650
INV,G0624449,霍尼韦尔（天津）有限公司,38,CN,,E381330996,2380298679,,,24-Jul-20,7,2020,6316.83,CNY,,,0,CONFIRMED,T200009132,01200200011187319663,2-Sep-20,9,2020,01200200011187319663,2-Sep-20,9,2020,FRA1233637,,756-68378380,4560271896
INV,G0624449,霍尼韦尔（天津）有限公司,38,CN,,E381331075,2380298734,,,27-Jul-20,7,2020,2735.42,CNY,,,0,CONFIRMED,T200009132,01200200011187319663,2-Sep-20,9,2020,01200200011187319663,2-Sep-20,9,2020,ORD1519295,,180-47810265,4210194955
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381331076,2380298733,,,27-Jul-20,7,2020,1383.81,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,ORD1519295,,180-47810265,4210194879
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381331080,2380298750,,,27-Jul-20,7,2020,3170.97,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,LAX1519023,,988-24458733,42L0106612
INV,G2489218,力容新能源技术（天津）有限公司,38,CN,,E381331134,7380085685,,,27-Jul-20,7,2020,318,CNY,,,18,CONFIRMED,T200009383,120020116000422342,7-Sep-20,9,2020,120020116000422342,7-Sep-20,9,2020,,,ONEYRICAW8860500,OE-500299
INV,G2818320,中轻联创（天津）电子商务有限公司,38,CN,,E381331497,6380194350,,,28-Jul-20,7,2020,11227.68,CNY,1600,USD,0,CONFIRMED,T200009793,01200200031109839830,18-Sep-20,9,2020,01200200031109839830,18-Sep-20,9,2020,TSN8122894,,MAEU203814771,
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381331560,2380298765,,,29-Jul-20,7,2020,18820.86,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,AMS1323131,,988-21785256,4540170277
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381331665,2380298729,,,29-Jul-20,7,2020,1629.32,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1519295,,180-47810265,4041849306
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381331726,2380298733,,,30-Jul-20,7,2020,192,CNY,,,0,CONFIRMED,T200009382,01200200031109839435,7-Sep-20,9,2020,01200200031109839435,7-Sep-20,9,2020,ORD1519295,,180-47810265,4210194879
INV,G1874767,北京席梦思床褥家具有限公司,38,CN,,E381331750,7380085771,,,30-Jul-20,7,2020,314.56,CNY,,,0,CONFIRMED,T200009146,01200200011187319677,2-Sep-20,9,2020,01200200011187319677,2-Sep-20,9,2020,TYO8097438,,TYO8097438,6930174669
INV,G0688608,霍尼韦尔(天津)有限公司,38,CN,,E381331760,8380028842,,,30-Jul-20,7,2020,7634.31,CNY,,,0,CONFIRMED,T200009182,01200200011187319712,3-Sep-20,9,2020,01200200011187319712,3-Sep-20,9,2020,FRAT061104,,EIOW-560047649,H560022899
INV,G2861979,埃恩斯工业技术（天津）有限公司,38,CN,,E381331790,2380298691,,,30-Jul-20,7,2020,2257.91,CNY,,,0,CONFIRMED,T200009130,01200200011187319661,2-Sep-20,9,2020,01200200011187319661,2-Sep-20,9,2020,ORD1519294,,180-47810140,4041849074
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381331894,5380141057,,,30-Jul-20,7,2020,9060,CNY,,,0,CONFIRMED,T200009429,01200200031109839478,10-Sep-20,9,2020,01200200011187318312,31-Jul-20,7,2020,,,MEDUT2641628,
INV,G0207522,通用半导体（中国）有限公司,38,CN,,E381331940,2380298684,,,31-Jul-20,7,2020,2746.22,CNY,,,0,CONFIRMED,T200009044,01200200011187319587,1-Sep-20,9,2020,01200200011187319587,1-Sep-20,9,2020,TPE1334878,,695-20127111,4812259906
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381331972,7380085209,,,31-Jul-20,7,2020,8444.02,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ORD8071673,,SNKO011200602675,6170090579
INV,G1526510,医科达（北京）医疗器械有限公司,38,CN,,E381331986,6380191731,,,31-Jul-20,7,2020,2882.32,CNY,,,0,CONFIRMED,T200010013,01200200031109840043,23-Sep-20,9,2020,01200200031109840043,23-Sep-20,9,2020,TSN8121027,,LSD13TJ2004223,
INV,G1764865,天津井上高分子材料制品有限公司,38,CN,,E381331995,7380085871,,,31-Jul-20,7,2020,519.4,CNY,,,29.4,CONFIRMED,T200009427,120020116000422343,9-Sep-20,9,2020,120020116000422343,9-Sep-20,9,2020,,,SNLANYCL551324,
INV,G2247055,天津协进电子有限公司,38,CN,,E381332110,6380195010,,,3-Aug-20,8,2020,1623.1,CNY,,,0,CONFIRMED,T200009247,01200200011187319777,3-Sep-20,9,2020,01200200011187319777,3-Sep-20,9,2020,TSN8123225,,SC16HMTH9109,
INV,G0730177,天津鲸普电子有限公司,38,CN,,E381332122,6380195040,,,3-Aug-20,8,2020,586.1,CNY,,,0,CONFIRMED,T200009246,01200200011187319776,3-Sep-20,9,2020,01200200011187319776,3-Sep-20,9,2020,TSN8123240,,SC16HMTH9115,
INV,G0727947,天津裕林迪基泰电子有限公司,38,CN,,E381332124,6380195038,,,3-Aug-20,8,2020,873.5,CNY,,,0,CONFIRMED,T200009245,01200200011187319775,3-Sep-20,9,2020,01200200011187319775,3-Sep-20,9,2020,TSN8123240,,SC16HMTH9115,
INV,G0348562,天津星主音响有限公司,38,CN,,E381332126,6380195042,,,3-Aug-20,8,2020,850,CNY,,,0,CONFIRMED,T200009248,01200200011187319778,3-Sep-20,9,2020,01200200011187319778,3-Sep-20,9,2020,TSN8123240,,SC16HMTH9115,
INV,G0624449,霍尼韦尔（天津）有限公司,38,CN,,E381332132,2380298872,,,3-Aug-20,8,2020,4521.05,CNY,,,0,CONFIRMED,T200009132,01200200011187319663,2-Sep-20,9,2020,01200200011187319663,2-Sep-20,9,2020,ORD1522149,,180-47811750,4210195056
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381332133,2380298855,,,3-Aug-20,8,2020,2323.56,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,AMS1323577,,172-42998443,4540170457
INV,G1874767,北京席梦思床褥家具有限公司,38,CN,,E381332135,7380085436,,,3-Aug-20,8,2020,11769.39,CNY,,,0,CONFIRMED,T200009147,01200200011187319678,2-Sep-20,9,2020,01200200011187319678,2-Sep-20,9,2020,YVR84542,,EGLV465077084969,6350014896
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381332136,2380298750,,,3-Aug-20,8,2020,287.5,CNY,,,0,CONFIRMED,T200009382,01200200031109839435,7-Sep-20,9,2020,01200200031109839435,7-Sep-20,9,2020,LAX1519023,,988-24458733,42L0106612
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332323,6380194972,,,3-Aug-20,8,2020,16461.45,CNY,,,0,CONFIRMED,T200009601,01200200031109839642,15-Sep-20,9,2020,01200200031109839642,15-Sep-20,9,2020,TSN8123325,,SITGTXHP298776,
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332393,2380298515,,,4-Aug-20,8,2020,14882.22,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,AMS1322034,,921-40421566,41A0132837
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332397,2380298565,,,4-Aug-20,8,2020,3381.54,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1232601,,172-42922353,422214127
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332399,2380298569,,,4-Aug-20,8,2020,6514.04,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1232601,,172-42922353,41A0132787
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332401,2380298590,,,4-Aug-20,8,2020,1379.06,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1520921,,999-76437115,4041848146
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332405,2380298637,,,4-Aug-20,8,2020,10740.22,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1232606,,172-42922401,422214147
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332407,2380298717,,,4-Aug-20,8,2020,17103.62,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,AMS1322911,,921-40421301,41A0133056
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332410,2380298774,,,4-Aug-20,8,2020,19550.26,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1232607,,172-42922412,422214182
INV,G2113644,莱斯安全阀门（天津）有限公司,38,CN,,E381332466,7380085576,,,4-Aug-20,8,2020,10020.25,CNY,,,0,CONFIRMED,T200009145,01200200011187319676,2-Sep-20,9,2020,01200200011187319676,2-Sep-20,9,2020,BOM8089521,,COSU7224868910,62C0156558
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381332559,2380298765,,,5-Aug-20,8,2020,1202,CNY,,,0,CONFIRMED,T200009382,01200200031109839435,7-Sep-20,9,2020,01200200031109839435,7-Sep-20,9,2020,AMS1323131,,988-21785256,4540170277
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332581,2380298876,,,5-Aug-20,8,2020,392.34,CNY,,,0,CONFIRMED,T200009179,01200200011187319709,3-Sep-20,9,2020,01200200011187319709,3-Sep-20,9,2020,HKG0766613,,999-75141570,4913808652
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332582,2380298877,,,5-Aug-20,8,2020,541,CNY,,,0,CONFIRMED,T200009180,01200200011187319710,3-Sep-20,9,2020,01200200011187319710,3-Sep-20,9,2020,HKG0766613,,999-75141570,4913811259
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332583,2380298805,,,5-Aug-20,8,2020,10100.05,CNY,,,0,CONFIRMED,T200009178,01200200011187319708,3-Sep-20,9,2020,01200200011187319708,3-Sep-20,9,2020,TPE1335246,,297-49628460,4812256358
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332584,2380298807,,,5-Aug-20,8,2020,7968.09,CNY,,,0,CONFIRMED,T200009178,01200200011187319708,3-Sep-20,9,2020,01200200011187319708,3-Sep-20,9,2020,TPE1335342,,297-46470712,4812256363
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381332675,H380002550,,,5-Aug-20,8,2020,8830.25,CNY,,,0,CONFIRMED,T200009045,01200200011187319588,1-Sep-20,9,2020,01200200011187318891,12-Aug-20,8,2020,TSNT002382,,EIOW-37004236,
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381332838,2380298874,,,6-Aug-20,8,2020,1643.72,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1521066,,016-60543700,4041850345
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381332854,6380194972,,,6-Aug-20,8,2020,6695.4,CNY,,,0,CONFIRMED,T200009601,01200200031109839642,15-Sep-20,9,2020,01200200031109839642,15-Sep-20,9,2020,TSN8123325,,SITGTXHP298776,
INV,G3120662,天津南十字科技有限公司,38,CN,,E381332958,7380085648,,,7-Aug-20,8,2020,975.2,CNY,,,55.2,CONFIRMED,T200009600,120020116000422349,15-Sep-20,9,2020,120020116000422349,15-Sep-20,9,2020,,,COSU6265983540,
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381333021,2380298855,,,10-Aug-20,8,2020,234.5,CNY,,,0,CONFIRMED,T200009382,01200200031109839435,7-Sep-20,9,2020,01200200031109839435,7-Sep-20,9,2020,AMS1323577,,172-42998443,4540170457
INV,G1948311,天津元象国际贸易有限公司,38,CN,,E381333185,2380298996,,,10-Aug-20,8,2020,15337.61,CNY,,,0,CONFIRMED,T200009355,01200200011187319883,7-Sep-20,9,2020,01200200011187319883,7-Sep-20,9,2020,ORD1521068,,016-60543976,4041850849
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333189,6380195201,,,10-Aug-20,8,2020,16461.45,CNY,,,0,CONFIRMED,T200009601,01200200031109839642,15-Sep-20,9,2020,01200200031109839642,15-Sep-20,9,2020,TSN8123472,,SITGTXHP299440,
INV,G2247055,天津协进电子有限公司,38,CN,,E381333234,6380195212,,,10-Aug-20,8,2020,1618.9,CNY,,,0,CONFIRMED,T200009247,01200200011187319777,3-Sep-20,9,2020,01200200011187319777,3-Sep-20,9,2020,TSN8123397,,SC16HMTH9209,
INV,G0727947,天津裕林迪基泰电子有限公司,38,CN,,E381333236,6380195259,,,10-Aug-20,8,2020,1869.1,CNY,,,0,CONFIRMED,T200009245,01200200011187319775,3-Sep-20,9,2020,01200200011187319775,3-Sep-20,9,2020,TSN8123398,,SC16HMTH9210,
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381333262,2380299038,,,11-Aug-20,8,2020,1820,CNY,,,0,CONFIRMED,T200009385,01200200031109839437,7-Sep-20,9,2020,01200200031109839437,7-Sep-20,9,2020,ORD1522152,,180-47891572,4210195122
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333341,2380298830,,,11-Aug-20,8,2020,7069.99,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ORD1519297,,180-47810490,4170253500
INV,G1874767,北京席梦思床褥家具有限公司,38,CN,,E381333395,7380085436,,,11-Aug-20,8,2020,3050,CNY,,,0,CONFIRMED,T200009151,01200200011187319682,2-Sep-20,9,2020,01200200011187319682,2-Sep-20,9,2020,YVR84542,,EGLV465077084969,6350014896
INV,G0327276,空中客车（天津）总装有限公司,38,CN,,E381333399,2380298616,,,11-Aug-20,8,2020,3795.61,CNY,,,0,CONFIRMED,T200009353,01200200011187319881,7-Sep-20,9,2020,01200200011187319881,7-Sep-20,9,2020,FRA1233514,,501-08679823,4520107202
INV,G0327276,空中客车（天津）总装有限公司,38,CN,,E381333402,2380298852,,,11-Aug-20,8,2020,3318.92,CNY,,,0,CONFIRMED,T200009352,01200200011187319880,7-Sep-20,9,2020,01200200011187319880,7-Sep-20,9,2020,FRA1233572,,999-75534432,4560272168
INV,G0327276,空中客车（天津）总装有限公司,38,CN,,E381333405,2380298854,,,11-Aug-20,8,2020,3627.08,CNY,,,0,CONFIRMED,T200009353,01200200011187319881,7-Sep-20,9,2020,01200200011187319881,7-Sep-20,9,2020,AMS1323577,,172-42998443,41B0015878
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333421,2380298740,,,11-Aug-20,8,2020,2745.1,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1521767,,999-77394984,4190242591
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333422,2380298857,,,11-Aug-20,8,2020,11820.66,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234382,,172-42923893,41A0133191
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333423,2380298858,,,11-Aug-20,8,2020,6106.58,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234382,,172-42923893,41A0133313
INV,G0726947,邯郸汉光办公自动化耗材有限公司,38,CN,,E381333454,6380194882,,,11-Aug-20,8,2020,13234.43,CNY,1900,USD,0,CONFIRMED,T200010014,01200200031109840044,23-Sep-20,9,2020,01200200031109840044,23-Sep-20,9,2020,TSN8123409,,CMDUTSZH804263,
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333461,6380195201,,,11-Aug-20,8,2020,6695.4,CNY,,,0,CONFIRMED,T200009601,01200200031109839642,15-Sep-20,9,2020,01200200031109839642,15-Sep-20,9,2020,TSN8123472,,SITGTXHP299440,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333533,2380298786,,,12-Aug-20,8,2020,7591.16,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ORD1519296,,180-47810394,4080294122
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333534,2380298829,,,12-Aug-20,8,2020,21764.21,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ORD1519297,,180-47810490,4080294271
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333558,2380298837,,,12-Aug-20,8,2020,4692.97,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212195,,180-47758686,4250183517
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333559,2380298838,,,12-Aug-20,8,2020,9442.75,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212195,,180-47758686,4250183533
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333562,2380298843,,,12-Aug-20,8,2020,4296.64,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212195,,180-47758686,4310040992
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333563,2380298862,,,12-Aug-20,8,2020,37085.78,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ORD1522423,,180-47891605,4041850215
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381333564,2380298864,,,12-Aug-20,8,2020,13203.12,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212893,,180-47759600,4250183574
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333573,2380298915,,,12-Aug-20,8,2020,1198.32,CNY,,,0,CONFIRMED,T200009180,01200200011187319710,3-Sep-20,9,2020,01200200011187319710,3-Sep-20,9,2020,SIN0467259,,999-77471354,4711505237
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333581,2380298940,,,12-Aug-20,8,2020,1161.6,CNY,,,0,CONFIRMED,T200009180,01200200011187319710,3-Sep-20,9,2020,01200200011187319710,3-Sep-20,9,2020,SIN0467350,,180-72276864,4711506376
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333601,2380298812,,,12-Aug-20,8,2020,30828.1,CNY,,,0,CONFIRMED,T200009180,01200200011187319710,3-Sep-20,9,2020,01200200011187319710,3-Sep-20,9,2020,FRA1234153,,999-77496506,4570327970
INV,G1948311,天津元象国际贸易有限公司,38,CN,,E381333656,2380298996,,,13-Aug-20,8,2020,3616.25,CNY,,,0,CONFIRMED,T200009355,01200200011187319883,7-Sep-20,9,2020,01200200011187319883,7-Sep-20,9,2020,ORD1521068,,016-60543976,4041850849
INV,G0207522,通用半导体（中国）有限公司,38,CN,,E381333665,2380298887,,,13-Aug-20,8,2020,7880.78,CNY,,,0,CONFIRMED,T200009044,01200200011187319587,1-Sep-20,9,2020,01200200011187319587,1-Sep-20,9,2020,TPE1335356,,695-20127380,4812261531
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381333746,2380298879,,,13-Aug-20,8,2020,590,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1520494,,988-24458943,4071708134
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381333747,2380298880,,,13-Aug-20,8,2020,590,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1520494,,988-24458943,4071708147
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381333748,2380298881,,,13-Aug-20,8,2020,590,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1520494,,988-24458943,4071708151
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381333749,2380298882,,,13-Aug-20,8,2020,731.25,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1520494,,988-24458943,4071708169
INV,G2861979,埃恩斯工业技术（天津）有限公司,38,CN,,E381333750,2380298826,,,13-Aug-20,8,2020,1593.83,CNY,,,0,CONFIRMED,T200009130,01200200011187319661,2-Sep-20,9,2020,01200200011187319661,2-Sep-20,9,2020,ORD1519297,,180-47810490,4041850097
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333752,2380298680,,,13-Aug-20,8,2020,2001.8,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1520921,,999-76437115,422372103
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333753,2380298801,,,13-Aug-20,8,2020,8639.08,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,AMS1323255,,921-40421371,41A0133306
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381333754,2380298990,,,13-Aug-20,8,2020,7998.96,CNY,,,0,CONFIRMED,T200009178,01200200011187319708,3-Sep-20,9,2020,01200200011187319708,3-Sep-20,9,2020,TPE1335776,,695-19147634,4812256379
INV,G0741848,约翰克兰科技（天津）有限公司,38,CN,,E381333757,2380298910,,,13-Aug-20,8,2020,2645.19,CNY,,,0,CONFIRMED,T200009176,01200200011187319706,3-Sep-20,9,2020,01200200011187319706,3-Sep-20,9,2020,FRA1234387,,172-42923941,416579753
INV,G2818320,中轻联创（天津）电子商务有限公司,38,CN,,E381333780,6380195184,,,13-Aug-20,8,2020,46558.52,CNY,6700,USD,0,CONFIRMED,T200009807,01200200031109839844,21-Sep-20,9,2020,01200200031109839844,21-Sep-20,9,2020,TSN8123516,,MAEU204304723,
INV,G0303261,霍尼韦尔自动化控制（中国）有限公司,38,CN,,E381333806,2380299038,,,14-Aug-20,8,2020,232,CNY,,,0,CONFIRMED,T200009382,01200200031109839435,7-Sep-20,9,2020,01200200031109839435,7-Sep-20,9,2020,ORD1522152,,180-47891572,4210195122
INV,G0590328,骊住美标卫生洁具制造（天津）有限公司,38,CN,,E381333873,5380142130,,,14-Aug-20,8,2020,1454.8,CNY,,,0,CONFIRMED,T200009290,01200200011187319818,7-Sep-20,9,2020,01200200011187319818,7-Sep-20,9,2020,,,EGLV141089179548,
INV,G0590328,骊住美标卫生洁具制造（天津）有限公司,38,CN,,E381333875,5380142312,,,14-Aug-20,8,2020,958,CNY,,,0,CONFIRMED,T200009290,01200200011187319818,7-Sep-20,9,2020,01200200011187319818,7-Sep-20,9,2020,,,EGLV141089061008,
INV,G0624449,霍尼韦尔（天津）有限公司,38,CN,,E381333903,2380299191,,,17-Aug-20,8,2020,7866.9,CNY,,,0,CONFIRMED,T200009132,01200200011187319663,2-Sep-20,9,2020,01200200011187319663,2-Sep-20,9,2020,ORD1521548,,180-47810243,4210195262
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333922,2380298935,,,17-Aug-20,8,2020,22918.79,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,AMS1323700,,871-52871814,41A0133559
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333929,2380299012,,,17-Aug-20,8,2020,9561.79,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234755,,784-43725721,418563237
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333932,2380299013,,,17-Aug-20,8,2020,1207.63,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234755,,784-43725721,418563238
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333934,2380299014,,,17-Aug-20,8,2020,1150.6,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234755,,784-43725721,418563239
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381333936,2380299018,,,17-Aug-20,8,2020,4632,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,FRA1234383,,172-42923904,418563199
