Invoice Type,Bill To GCI,Name,Bill to GCI Br,CC,UsageDistinction,EI Invoice Ref,File,TC,Canceling Inv Reference,Issue Date,Issue Date Month,Issue Date Year,Amount,Currency,Foreign Amount,Foreign Currency,VAT Amount,Tax Invoice Status,Internal Tax Ref,Vat Invoice Ref,Vat Issue Date,Vat Issue Date Month,Vat Issue Date Year,First Vat Inv Ref,First Vat Issue Date,First Vat Issue Date Month,First Vat Issue Date Year,Consol,Service Order,MBL,HBL
INV,G1520083,久益环球（天津）装备制造有限公司,38,CN,,E381335735,2380299455,,,31-Aug-20,8,2020,5439.72,CNY,,,0,CONFIRMED,T200009602,01200200031109839643,15-Sep-20,9,2020,01200200031109839643,15-Sep-20,9,2020,JNB68220,,157-49618914,4780084559
INV,G1520083,久益环球（天津）装备制造有限公司,38,CN,,E381335736,2380299456,,,31-Aug-20,8,2020,6704.37,CNY,,,0,CONFIRMED,T200009602,01200200031109839643,15-Sep-20,9,2020,01200200031109839643,15-Sep-20,9,2020,JNB68220,,157-49618914,4780084562
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381335741,4380338858,,,31-Aug-20,8,2020,503.47,CNY,,,0,CONFIRMED,T200009695,01200200031109839736,16-Sep-20,9,2020,01200200031109839736,16-Sep-20,9,2020,D380065411,,000-43621841,
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381335742,4380338833,,,31-Aug-20,8,2020,362.92,CNY,,,0,CONFIRMED,T200009695,01200200031109839736,16-Sep-20,9,2020,01200200031109839736,16-Sep-20,9,2020,,,000-43621675,
INV,G0722504,乐金电子（天津）电器有限公司,38,CN,,E381335761,6380195593,,,31-Aug-20,8,2020,1395.42,CNY,,,0,CONFIRMED,T200009905,01200200031109839939,22-Sep-20,9,2020,01200200031109839939,22-Sep-20,9,2020,TSN8123650,,SC16JKTH0438,
INV,G2247055,天津协进电子有限公司,38,CN,,E381335767,6380195898,,,31-Aug-20,8,2020,1870.9,CNY,,,0,CONFIRMED,T200009247,01200200011187319777,3-Sep-20,9,2020,01200200011187319777,3-Sep-20,9,2020,TSN8124009,,SC16HMTH9625,
INV,G3277914,河北省景县华鑫货叉有限公司,38,CN,,E381335778,6380195387,,,31-Aug-20,8,2020,15298.4,CNY,,,0,CONFIRMED,T200009064,01200200011187319596,2-Sep-20,9,2020,01200200011187319596,2-Sep-20,9,2020,TSN8123840,,MEDUT2875978,
INV,G3277914,河北省景县华鑫货叉有限公司,38,CN,,E381335780,6380195389,,,31-Aug-20,8,2020,2699.8,CNY,,,0,CONFIRMED,T200009065,01200200011187319597,2-Sep-20,9,2020,01200200011187319597,2-Sep-20,9,2020,TSN8123836,,MEDUT2900370,
INV,G0727947,天津裕林迪基泰电子有限公司,38,CN,,E381335790,6380195965,,,31-Aug-20,8,2020,786.1,CNY,,,0,CONFIRMED,T200009245,01200200011187319775,3-Sep-20,9,2020,01200200011187319775,3-Sep-20,9,2020,TSN8124007,,SC16HMTH9618,
INV,G0730177,天津鲸普电子有限公司,38,CN,,E381335791,6380195966,,,31-Aug-20,8,2020,641.2,CNY,,,0,CONFIRMED,T200009246,01200200011187319776,3-Sep-20,9,2020,01200200011187319776,3-Sep-20,9,2020,TSN8124007,,SC16HMTH9618,
INV,G1940099,科斐凯博线缆（天津）有限公司,38,CN,,E381335799,1380013062,,,31-Aug-20,8,2020,350,CNY,,,19.81,CONFIRMED,T200009751,120020116000422354,18-Sep-20,9,2020,120020116000422354,18-Sep-20,9,2020,,,NPO010729 10730,FO2020/428 4
INV,G0324852,天津莱尔德电子材料有限公司,38,CN,,E381335825,7380085352,,,31-Aug-20,8,2020,6606.67,CNY,,,0,CONFIRMED,T200009537,01200200031109839586,11-Sep-20,9,2020,01200200031109839586,11-Sep-20,9,2020,EWR8024761,,SNKO011200703647,6921011420
INV,G2092934,鲜一瑞科汽车配件（天津）有限公司,38,CN,,E381335830,7380086279,,,31-Aug-20,8,2020,318,CNY,,,18,CONFIRMED,T200010017,120020116000422361,23-Sep-20,9,2020,120020116000422361,23-Sep-20,9,2020,,,OOLU2113014250,27107200054
INV,G2663594,安赛泊（北京）机场助航技术有限公司,38,CN,,E381335847,8380028928,,,31-Aug-20,8,2020,40848.6,CNY,,,0,CONFIRMED,T200010021,01200200031109840050,23-Sep-20,9,2020,01200200031109840050,23-Sep-20,9,2020,VIET007703,,EIOW-85400118,H850011182
INV,G0779542,河北圣悦进出口有限公司,38,CN,,E381335867,6380195360,,,31-Aug-20,8,2020,1098,CNY,,,0,CONFIRMED,T200009066,01200200011187319598,2-Sep-20,9,2020,01200200011187319598,2-Sep-20,9,2020,TSN8123318,,ONEYTS0ND4864600,
INV,G1520083,久益环球（天津）装备制造有限公司,38,CN,,E381335873,2380299484,,,31-Aug-20,8,2020,13060.22,CNY,,,0,CONFIRMED,T200009602,01200200031109839643,15-Sep-20,9,2020,01200200031109839643,15-Sep-20,9,2020,ATL1212897,,180-47759644,4250183930
INV,G0900790,北京倍舒特妇幼用品有限公司,38,CN,,E381335924,5380141986,,,31-Aug-20,8,2020,5384.4,CNY,,,0,CONFIRMED,T200010036,01200200031109840064,24-Sep-20,9,2020,01200200031109840064,24-Sep-20,9,2020,,,BKZH200732,
INV,G2685996,正强科技河北有限公司,38,CN,,E381335984,J380002402,,,31-Aug-20,8,2020,2800,CNY,,,231.19,CONFIRMED,T200009047,120020116000422329,2-Sep-20,9,2020,120020116000422326,31-Aug-20,8,2020,,,EIOW-37004244,
INV,G0225185,纬湃汽车电子（天津）有限公司,38,CN,,E381335990,2380298680,,,31-Aug-20,8,2020,11925.95,CNY,,,0,CONFIRMED,T200009370,01200200031109839424,7-Sep-20,9,2020,01200200031109839424,7-Sep-20,9,2020,ORD1520921,,999-76437115,422372103
INV,G0762523,嘉里大通物流有限公司天津分公司,38,CN,,E381335994,6380195627,,,31-Aug-20,8,2020,679.9,CNY,,,0,CONFIRMED,T200009249,01200200011187319779,3-Sep-20,9,2020,01200200011187319779,3-Sep-20,9,2020,TSN8123979,,ONEYTS0ND4865700,
INV,G0762523,嘉里大通物流有限公司天津分公司,38,CN,,E381335995,6380195629,,,31-Aug-20,8,2020,492.7,CNY,,,0,CONFIRMED,T200009249,01200200011187319779,3-Sep-20,9,2020,01200200011187319779,3-Sep-20,9,2020,TSN8123979,,ONEYTS0ND4865700,
INV,G0762523,嘉里大通物流有限公司天津分公司,38,CN,,E381335997,6380195628,,,31-Aug-20,8,2020,490,CNY,,,0,CONFIRMED,T200009249,01200200011187319779,3-Sep-20,9,2020,01200200011187319779,3-Sep-20,9,2020,TSN8123979,,ONEYTS0ND4865700,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336003,R380028856,,,31-Aug-20,8,2020,1259,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028856,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336005,R380028872,,,31-Aug-20,8,2020,1557,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028872,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336006,R380028859,,,31-Aug-20,8,2020,1472,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028859,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336007,R380028860,,,31-Aug-20,8,2020,1252.4,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028860,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336008,R380028858,,,31-Aug-20,8,2020,1520,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028858,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336009,R380028736,,,31-Aug-20,8,2020,1169,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028736,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336011,R380028874,,,31-Aug-20,8,2020,2705,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028874,
INV,G2006010,山西汉通鑫宇科技股份有限公司,38,CN,,E381336012,R380028873,,,31-Aug-20,8,2020,2705,CNY,,,0,CONFIRMED,T200009098,01200200011187319630,2-Sep-20,9,2020,01200200011187319630,2-Sep-20,9,2020,,,000-R380028873,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381336021,2380299249,,,31-Aug-20,8,2020,5056.5,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1213755,,180-47761103,4250183753
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381336022,2380299297,,,31-Aug-20,8,2020,1758.95,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212900,,180-47759670,4250183778
INV,G1842670,日邮物流（中国）有限公司天津分公司,38,CN,,E381336023,6380195000,,,31-Aug-20,8,2020,1004,CNY,,,0,CONFIRMED,T200009067,01200200011187319599,2-Sep-20,9,2020,01200200011187319599,2-Sep-20,9,2020,TSN8123318,,ONEYTS0ND4864600,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381336024,2380299312,,,31-Aug-20,8,2020,21410.46,CNY,,,0,CONFIRMED,T200009199,01200200011187319729,3-Sep-20,9,2020,01200200011187319729,3-Sep-20,9,2020,ATL1212896,,180-47759633,4310041173
INV,G1842670,日邮物流（中国）有限公司天津分公司,38,CN,,E381336025,6380195321,,,31-Aug-20,8,2020,1375.8,CNY,,,0,CONFIRMED,T200009068,01200200011187319600,2-Sep-20,9,2020,01200200011187319600,2-Sep-20,9,2020,TSN8123318,,ONEYTS0ND4864600,
INV,G2085899,大众汽车自动变速器（天津）有限公司,38,CN,,E381336026,2380299383,,,31-Aug-20,8,2020,1658.04,CNY,,,0,CONFIRMED,T200010056,01200200031109840084,24-Sep-20,9,2020,01200200031109840084,24-Sep-20,9,2020,TPE1336684,,695-23053656,4812266177
INV,G0741848,约翰克兰科技（天津）有限公司,38,CN,,E381336037,2380299253,,,31-Aug-20,8,2020,4137.27,CNY,,,0,CONFIRMED,T200009176,01200200011187319706,3-Sep-20,9,2020,01200200011187319706,3-Sep-20,9,2020,DFW1222470,,180-47861004,415970342
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381336042,2380299333,,,31-Aug-20,8,2020,798.2,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1521420,,988-24459013,4071709996
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381336044,2380299334,,,31-Aug-20,8,2020,590,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1521420,,988-24459013,4071710000
INV,G2232818,百士吉泵业（天津）有限公司,38,CN,,E381336045,2380299335,,,31-Aug-20,8,2020,590,CNY,,,0,CONFIRMED,T200009177,01200200011187319707,3-Sep-20,9,2020,01200200011187319707,3-Sep-20,9,2020,LAX1521420,,988-24459013,4071710009
INV,G2082358,河北电机股份有限公司,38,CN,,E381336051,6380193891,,,31-Aug-20,8,2020,5518.92,CNY,,,0,CONFIRMED,T200009057,01200200011187319589,2-Sep-20,9,2020,01200200011187319589,2-Sep-20,9,2020,TSN8122539,,000-6380193891,
INV,G0778863,北京美林地景灌溉科技有限公司,38,CN,,E381336055,9380001248,,,31-Aug-20,8,2020,478,CNY,,,27.06,CONFIRMED,T200009049,120020116000422331,2-Sep-20,9,2020,120020116000422331,2-Sep-20,9,2020,,,NELSON 2020.08,
INV,G1902438,申克（天津）工业技术有限公司,38,CN,,E381336058,2380299309,,,31-Aug-20,8,2020,2007.87,CNY,,,0,CONFIRMED,T200009121,01200200011187319652,2-Sep-20,9,2020,01200200011187319652,2-Sep-20,9,2020,FRA1235234,,172-43506341,4560273463
INV,G0373995,天津市依依卫生用品股份有限公司,38,CN,,E381336059,R380028662,,,31-Aug-20,8,2020,9224,CNY,,,0,CONFIRMED,T200009318,01200200011187319846,7-Sep-20,9,2020,01200200011187319846,7-Sep-20,9,2020,,,000-R380028662,
INV,G1902438,申克（天津）工业技术有限公司,38,CN,,E381336061,2380299317,,,31-Aug-20,8,2020,1845.65,CNY,,,0,CONFIRMED,T200009122,01200200011187319653,2-Sep-20,9,2020,01200200011187319653,2-Sep-20,9,2020,FRA1234385,,172-42923926,4560273284
INV,G3196919,约翰迪尔（天津）有限公司,38,CN,,E381336065,2380298727,,,31-Aug-20,8,2020,2635.79,CNY,,,0,CONFIRMED,T200009159,01200200011187319689,3-Sep-20,9,2020,01200200011187319650,2-Sep-20,9,2020,ORD1519295,,180-47810265,4041849177
INV,G3196919,约翰迪尔（天津）有限公司,38,CN,,E381336067,2380299151,,,31-Aug-20,8,2020,2447.57,CNY,,,0,CONFIRMED,T200009159,01200200011187319689,3-Sep-20,9,2020,01200200011187319650,2-Sep-20,9,2020,ORD1521547,,180-47690101,4041851642
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381336069,2380299301,,,31-Aug-20,8,2020,6596.21,CNY,,,0,CONFIRMED,T200009178,01200200011187319708,3-Sep-20,9,2020,01200200011187319708,3-Sep-20,9,2020,TPE1336415,,695-20130460,4812256406
INV,G1902438,申克（天津）工业技术有限公司,38,CN,,E381336073,2380299388,,,31-Aug-20,8,2020,4000.34,CNY,,,0,CONFIRMED,T200009142,01200200011187319673,2-Sep-20,9,2020,01200200011187319673,2-Sep-20,9,2020,FRA1234390,,172-42923974,4560273651
INV,G2120334,天津均瑞国际货运代理有限公司,38,CN,,E381336074,2380299280,,,31-Aug-20,8,2020,550,CNY,,,0,CONFIRMED,T200009123,01200200011187319654,2-Sep-20,9,2020,01200200011187319654,2-Sep-20,9,2020,OSA1080769,,988-22506433,4940229495
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381336078,7380085739,,,31-Aug-20,8,2020,1262.8,CNY,,,0,CONFIRMED,T200009133,01200200011187319664,2-Sep-20,9,2020,01200200011187319664,2-Sep-20,9,2020,SYD8012392,,SYDTSN00056,6950040979
INV,G2120334,天津均瑞国际货运代理有限公司,38,CN,,E381336080,2380299294,,,31-Aug-20,8,2020,741.2,CNY,,,0,CONFIRMED,T200009124,01200200011187319655,2-Sep-20,9,2020,01200200011187319655,2-Sep-20,9,2020,ORD1521550,,180-47811164,4190243140
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381336082,7380085729,,,31-Aug-20,8,2020,1305.55,CNY,,,0,CONFIRMED,T200009134,01200200011187319665,2-Sep-20,9,2020,01200200011187319665,2-Sep-20,9,2020,ORD8072708,,SNKO011200801243,617428552
INV,G0895249,天津泰达阿尔卑斯物流有限公司,38,CN,,E381336083,2380299338,,,31-Aug-20,8,2020,570,CNY,,,0,CONFIRMED,T200009125,01200200011187319656,2-Sep-20,9,2020,01200200011187319656,2-Sep-20,9,2020,HKG0767962,,043-88328321,4913813737
INV,G0727584,艾默生过程管理（天津）阀门有限公司,38,CN,,E381336085,2380299264,,,31-Aug-20,8,2020,11691.86,CNY,,,0,CONFIRMED,T200009605,01200200031109839646,15-Sep-20,9,2020,01200200031109839646,15-Sep-20,9,2020,SEL1288115,,988-25780506,4431667396
INV,G2700784,瓦里安医疗器械贸易（北京）有限公司,38,CN,,E381336086,9380001254,,,31-Aug-20,8,2020,13636.9,CNY,,,771.9,CONFIRMED,T200009052,120020116000422334,2-Sep-20,9,2020,120020116000422334,2-Sep-20,9,2020,,,VARIAN 2020.08,
INV,G2700784,瓦里安医疗器械贸易（北京）有限公司,38,CN,,E381336088,9380001254,,,31-Aug-20,8,2020,13636.9,CNY,,,771.9,CONFIRMED,T200009053,120020116000422335,2-Sep-20,9,2020,120020116000422335,2-Sep-20,9,2020,,,VARIAN 2020.08,
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381336089,2380299268,,,31-Aug-20,8,2020,80063,CNY,,,0,CONFIRMED,T200009129,01200200011187319660,2-Sep-20,9,2020,01200200011187319660,2-Sep-20,9,2020,CPH1013214,,988-21949900,416018378
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381336090,R380028805,,,31-Aug-20,8,2020,8680.5,CNY,,,0,CONFIRMED,T200009324,01200200011187319852,7-Sep-20,9,2020,01200200011187319852,7-Sep-20,9,2020,,,000-R380028805,
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381336096,R380028732,,,31-Aug-20,8,2020,3393.5,CNY,,,0,CONFIRMED,T200009325,01200200011187319853,7-Sep-20,9,2020,01200200011187319853,7-Sep-20,9,2020,,,000-R380028732,
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381336099,R380028804,,,31-Aug-20,8,2020,6017,CNY,,,0,CONFIRMED,T200009326,01200200011187319854,7-Sep-20,9,2020,01200200011187319854,7-Sep-20,9,2020,,,000-R380028804,
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381336105,R380028806,,,31-Aug-20,8,2020,7358.75,CNY,,,0,CONFIRMED,T200009327,01200200011187319855,7-Sep-20,9,2020,01200200011187319855,7-Sep-20,9,2020,,,000-R380028806,
INV,G0422599,中国重汽集团大同齿轮有限公司,38,CN,,E381336106,R380029495,,,31-Aug-20,8,2020,1517.85,CNY,,,0,CONFIRMED,T200009106,01200200011187319637,2-Sep-20,9,2020,01200200011187319637,2-Sep-20,9,2020,,,000-R380029495,
INV,G2007062,亚尚天成（天津）服装贸易有限公司,38,CN,,E381336110,R380029081,,,31-Aug-20,8,2020,31774,CNY,,,0,CONFIRMED,T200009099,01200200011187319631,2-Sep-20,9,2020,01200200011187319631,2-Sep-20,9,2020,,,000-R380029081,
INV,G2007062,亚尚天成（天津）服装贸易有限公司,38,CN,,E381336115,R380029228,,,31-Aug-20,8,2020,12136,CNY,,,0,CONFIRMED,T200009100,01200200011187319632,2-Sep-20,9,2020,01200200011187319632,2-Sep-20,9,2020,,,000-R380029228,
INV,G3153054,北京弘伟承正科技有限公司,38,CN,,E381336119,9380001249,,,31-Aug-20,8,2020,1365,CNY,,,77.26,CONFIRMED,T200009050,120020116000422332,2-Sep-20,9,2020,120020116000422332,2-Sep-20,9,2020,,,KRYTON 2020.08,
INV,G0437894,秦皇岛博硕光电设备股份有限公司,38,CN,,E381336126,6380196022,,,31-Aug-20,8,2020,35885.45,CNY,5227,USD,0,CONFIRMED,T200009279,01200200011187319807,7-Sep-20,9,2020,01200200011187319807,7-Sep-20,9,2020,TSN8123953,,COSU6274097840,
INV,G2838606,海泰设备制造（天津）有限公司,38,CN,,E381336132,9380001253,,,31-Aug-20,8,2020,6891,CNY,,,390.06,CONFIRMED,T200009054,120020116000422336,2-Sep-20,9,2020,120020116000422336,2-Sep-20,9,2020,,,HT 2020.08,
INV,G2838606,海泰设备制造（天津）有限公司,38,CN,,E381336134,9380001253,,,31-Aug-20,8,2020,9570,CNY,,,541.7,CONFIRMED,T200009055,120020116000422337,2-Sep-20,9,2020,120020116000422337,2-Sep-20,9,2020,,,HT 2020.08,
INV,G0762523,嘉里大通物流有限公司天津分公司,38,CN,,E381336136,6380195886,,,31-Aug-20,8,2020,650.2,CNY,,,0,CONFIRMED,T200009249,01200200011187319779,3-Sep-20,9,2020,01200200011187319779,3-Sep-20,9,2020,TSN8124020,,ONEYTS0ND4739700,
INV,G0762523,嘉里大通物流有限公司天津分公司,38,CN,,E381336137,6380195885,,,31-Aug-20,8,2020,1303.6,CNY,,,0,CONFIRMED,T200009249,01200200011187319779,3-Sep-20,9,2020,01200200011187319779,3-Sep-20,9,2020,TSN8124020,,ONEYTS0ND4739700,
INV,G3347524,库珀（天津）科技有限公司,38,CN,,E381336139,6380195650,,,31-Aug-20,8,2020,3500.32,CNY,,,0,CONFIRMED,T200009313,01200200011187319841,7-Sep-20,9,2020,01200200011187319841,7-Sep-20,9,2020,TSN8123705,,LSC16TJ2008719,
INV,G0373208,青岛锦纬时装有限公司,38,CN,,E381336146,R380029233,,,1-Sep-20,9,2020,689,CNY,,,0,CONFIRMED,T200009102,01200200011187319633,2-Sep-20,9,2020,01200200011187319633,2-Sep-20,9,2020,,,000-R380029233,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381336153,H380002550,,,1-Sep-20,9,2020,514.77,CNY,,,0,CONFIRMED,T200009045,01200200011187319588,1-Sep-20,9,2020,01200200011187319588,1-Sep-20,9,2020,TSNT002382,,EIOW-37004236,
INV,G0724022,唐山梦牌瓷业有限公司,38,CN,,E381336157,2380299295,,,1-Sep-20,9,2020,5436,CNY,,,0,CONFIRMED,T200009120,01200200011187319651,2-Sep-20,9,2020,01200200011187319651,2-Sep-20,9,2020,ORD1521550,,180-47811164,4320132454
INV,G1520083,久益环球（天津）装备制造有限公司,38,CN,,E381336158,2380299433,,,1-Sep-20,9,2020,638.55,CNY,,,0,CONFIRMED,T200009602,01200200031109839643,15-Sep-20,9,2020,01200200031109839643,15-Sep-20,9,2020,ORD1524703,,180-47944960,417494955
INV,G0828858,诸城市爱玲包袋服饰有限公司,38,CN,,E381336159,R380029231,,,1-Sep-20,9,2020,1255,CNY,,,0,CONFIRMED,T200009103,01200200011187319634,2-Sep-20,9,2020,01200200011187319634,2-Sep-20,9,2020,,,000-R380029231,
INV,G2662439,聊城精耐机械配件有限公司,38,CN,,E381336160,6380194814,,,1-Sep-20,9,2020,2245,CNY,,,0,CONFIRMED,T200009058,01200200011187319590,2-Sep-20,9,2020,01200200011187319590,2-Sep-20,9,2020,TSN8123588,,HLCUTS12007ATXP8,
INV,G3239330,聊城星驰轴承制造有限公司,38,CN,,E381336161,6380194814,,,1-Sep-20,9,2020,911,CNY,,,0,CONFIRMED,T200009059,01200200011187319591,2-Sep-20,9,2020,01200200011187319591,2-Sep-20,9,2020,TSN8123588,,HLCUTS12007ATXP8,
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381336168,2380299272,,,1-Sep-20,9,2020,510,CNY,,,0,CONFIRMED,T200009129,01200200011187319660,2-Sep-20,9,2020,01200200011187319660,2-Sep-20,9,2020,CPH1013231,,988-21949966,416018397
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381336170,2380299270,,,1-Sep-20,9,2020,12070,CNY,,,0,CONFIRMED,T200009129,01200200011187319660,2-Sep-20,9,2020,01200200011187319660,2-Sep-20,9,2020,CPH1013216,,988-21949911,416018381
INV,G3115518,中外运跨境电商物流有限公司天津分公司,38,CN,,E381336171,2380299339,,,1-Sep-20,9,2020,1012.1,CNY,,,0,CONFIRMED,T200009694,01200200031109839735,16-Sep-20,9,2020,01200200011187319657,2-Sep-20,9,2020,HKG0767962,,043-88328321,4913820476
INV,G2062154,日通国际物流（中国）有限公司天津分公司,38,CN,,E381336172,2380299401,,,1-Sep-20,9,2020,590,CNY,,,0,CONFIRMED,T200009127,01200200011187319658,2-Sep-20,9,2020,01200200011187319658,2-Sep-20,9,2020,SEL1288117,,988-25780510,4431667613
INV,G2120334,天津均瑞国际货运代理有限公司,38,CN,,E381336173,2380299399,,,1-Sep-20,9,2020,570,CNY,,,0,CONFIRMED,T200009128,01200200011187319659,2-Sep-20,9,2020,01200200011187319659,2-Sep-20,9,2020,OSA1080883,,988-22506481,4940229699
INV,G0360513,天津外代货运有限公司,38,CN,,E381336175,6380195637,,,1-Sep-20,9,2020,2750,CNY,,,0,CONFIRMED,T200009069,01200200011187319601,2-Sep-20,9,2020,01200200011187319601,2-Sep-20,9,2020,TSN8123888,,HLCUTS12008ASTF6,
INV,G1902438,申克（天津）工业技术有限公司,38,CN,,E381336178,2380299309,,,1-Sep-20,9,2020,862.5,CNY,,,0,CONFIRMED,T200009121,01200200011187319652,2-Sep-20,9,2020,01200200011187319652,2-Sep-20,9,2020,FRA1235234,,172-43506341,4560273463
INV,G1902438,申克（天津）工业技术有限公司,38,CN,,E381336179,2380299317,,,1-Sep-20,9,2020,894.35,CNY,,,0,CONFIRMED,T200009122,01200200011187319653,2-Sep-20,9,2020,01200200011187319653,2-Sep-20,9,2020,FRA1234385,,172-42923926,4560273284
INV,G0288265,日新(天津)塑胶有限公司,38,CN,,E381336182,6380195929,,,1-Sep-20,9,2020,7269.2,CNY,,,0,CONFIRMED,T200009601,01200200031109839642,15-Sep-20,9,2020,01200200031109839642,15-Sep-20,9,2020,TSN8123907,,SITGTXHP301701,
INV,G3065632,北京恩益碧农林科技有限公司,38,CN,,E381336183,7380085765,,,1-Sep-20,9,2020,10490.7,CNY,,,0,CONFIRMED,T200009135,01200200011187319666,2-Sep-20,9,2020,01200200011187319666,2-Sep-20,9,2020,SEA8012541,,SEA8012541,6030045589
INV,G1523854,天津港保税区骏腾物流有限公司,38,CN,,E381336184,7380085765,,,1-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009136,01200200011187319667,2-Sep-20,9,2020,01200200011187319667,2-Sep-20,9,2020,SEA8012541,,SEA8012541,6030045589
INV,G0480236,派克汉尼汾液压（天津）有限公司,38,CN,,E381336185,2380298828,,,1-Sep-20,9,2020,3113.26,CNY,,,0,CONFIRMED,T200009169,01200200011187319699,3-Sep-20,9,2020,01200200011187319699,3-Sep-20,9,2020,ORD1519297,,180-47810490,4041850428
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336186,6380195601,,,1-Sep-20,9,2020,2915,CNY,,,0,CONFIRMED,T200009070,01200200011187319602,2-Sep-20,9,2020,01200200011187319602,2-Sep-20,9,2020,TSN8123776,,000-6380195601,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336187,6380195608,,,1-Sep-20,9,2020,4930,CNY,,,0,CONFIRMED,T200009071,01200200011187319603,2-Sep-20,9,2020,01200200011187319603,2-Sep-20,9,2020,TSN8123768,,COSU6272836520,
INV,G3038896,唐山辰阳运动器材有限公司,38,CN,,E381336188,R380029181,,,1-Sep-20,9,2020,2714,CNY,,,0,CONFIRMED,T200009105,01200200011187319636,2-Sep-20,9,2020,01200200011187319636,2-Sep-20,9,2020,,,000-R380029181,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336189,6380195599,,,1-Sep-20,9,2020,7045,CNY,,,0,CONFIRMED,T200009072,01200200011187319604,2-Sep-20,9,2020,01200200011187319604,2-Sep-20,9,2020,TSN8123770,,COSU6272826620,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336190,6380195598,,,1-Sep-20,9,2020,5030,CNY,,,0,CONFIRMED,T200009073,01200200011187319605,2-Sep-20,9,2020,01200200011187319605,2-Sep-20,9,2020,TSN8123771,,COSU6272826340,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336191,6380195597,,,1-Sep-20,9,2020,9060,CNY,,,0,CONFIRMED,T200009074,01200200011187319606,2-Sep-20,9,2020,01200200011187319606,2-Sep-20,9,2020,TSN8123772,,COSU6272826080,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381336192,6380195600,,,1-Sep-20,9,2020,2915,CNY,,,0,CONFIRMED,T200009075,01200200011187319607,2-Sep-20,9,2020,01200200011187319607,2-Sep-20,9,2020,TSN8123769,,COSU6272826810,
